"Index","X","Y","Z","Activity"
2067,1889,2382,2025,4
2068,1898,2385,2021,4
2069,1897,2389,2030,4
2070,1891,2388,2024,4
2071,1894,2390,2026,4
2072,1898,2386,2025,4
2073,1897,2381,2028,4
2074,1899,2386,2024,4
2075,1897,2382,2024,4
2076,1901,2385,2030,4
2077,1893,2385,2025,4
2078,1899,2384,2026,4
2079,1895,2390,2023,4
2080,1888,2385,2029,4
2081,1892,2385,2029,4
2082,1895,2384,2021,4
2083,1895,2385,2033,4
2084,1898,2386,2024,4
2085,1891,2383,2028,4
2086,1904,2381,2023,4
2087,1897,2385,2025,4
2088,1896,2384,2031,4
2089,1897,2385,2029,4
2090,1896,2387,2022,4
2091,1897,2383,2028,4
2092,1892,2385,2022,4
2093,1893,2384,2028,4
2094,1899,2387,2031,4
2095,1898,2383,2028,4
2096,1892,2384,2033,4
2097,1898,2385,2022,4
2098,1895,2388,2025,4
2099,1889,2387,2027,4
2100,1895,2387,2024,4
2101,1895,2386,2026,4
2102,1896,2380,2023,4
2103,1904,2383,2024,4
2104,1899,2385,2026,4
2105,1891,2386,2029,4
2106,1898,2386,2026,4
2107,1900,2385,2027,4
2108,1894,2382,2028,4
2109,1893,2384,2029,4
2110,1897,2388,2027,4
2111,1893,2383,2025,4
2112,1894,2383,2028,4
2113,1893,2387,2028,4
2114,1893,2384,2031,4
2115,1894,2382,2033,4
2116,1893,2387,2030,4
2117,1901,2384,2027,4
2118,1899,2381,2027,4
2119,1896,2386,2028,4
2120,1896,2386,2029,4
2121,1901,2385,2029,4
2122,1903,2389,2021,4
2123,1904,2387,2029,4
2124,1891,2378,2030,4
2125,1900,2384,2032,4
2126,1896,2384,2033,4
2127,1901,2386,2034,4
2128,1898,2387,2027,4
2129,1895,2386,2028,4
2130,1897,2383,2029,4
2131,1902,2385,2024,4
2132,1892,2388,2033,4
2133,1898,2385,2029,4
2134,1897,2385,2026,4
2135,1895,2387,2028,4
2136,1899,2382,2028,4
2137,1897,2383,2031,4
2138,1896,2387,2026,4
2139,1895,2389,2026,4
2140,1897,2391,2027,4
2141,1894,2384,2024,4
2142,1896,2386,2026,4
2143,1894,2385,2029,4
2144,1896,2387,2029,4
2145,1895,2381,2033,4
2146,1894,2391,2031,4
2147,1895,2388,2031,4
2148,1898,2389,2027,4
2149,1896,2385,2030,4
2150,1893,2389,2026,4
2151,1895,2386,2023,4
2152,1895,2387,2025,4
2153,1897,2381,2030,4
2154,1896,2391,2034,4
2155,1901,2387,2026,4
2156,1894,2386,2023,4
2157,1895,2387,2026,4
2158,1895,2382,2025,4
2159,1892,2381,2023,4
2160,1897,2385,2028,4
2161,1894,2387,2023,4
2162,1899,2382,2027,4
2163,1899,2386,2024,4
2164,1895,2387,2028,4
2165,1897,2385,2025,4
2166,1897,2391,2033,4
2167,1894,2388,2026,4
2168,1897,2389,2023,4
2169,1888,2385,2024,4
2170,1890,2386,2023,4
2171,1894,2385,2023,4
2172,1895,2385,2025,4
2173,1893,2381,2024,4
2174,1892,2385,2024,4
2175,1890,2386,2029,4
2176,1891,2387,2017,4
2177,1891,2382,2026,4
2178,1893,2382,2024,4
2179,1897,2388,2029,4
2180,1899,2386,2028,4
2181,1896,2385,2025,4
2182,1891,2383,2026,4
2183,1893,2382,2031,4
2184,1892,2387,2026,4
2185,1892,2390,2022,4
2186,1896,2387,2031,4
2187,1896,2386,2026,4
2188,1893,2388,2030,4
2189,1893,2383,2025,4
2190,1895,2386,2025,4
2191,1901,2385,2027,4
2192,1897,2386,2027,4
2193,1894,2391,2025,4
2194,1895,2387,2024,4
2195,1897,2388,2022,4
2196,1894,2383,2026,4
2197,1896,2390,2023,4
2198,1894,2386,2025,4
2199,1896,2385,2023,4
2200,1895,2383,2026,4
2201,1895,2386,2027,4
2202,1892,2389,2023,4
2203,1896,2384,2023,4
2204,1893,2387,2022,4
2205,1891,2386,2024,4
2206,1894,2382,2024,4
2207,1900,2382,2026,4
2208,1896,2385,2027,4
2209,1895,2385,2022,4
2210,1898,2384,2027,4
2211,1895,2386,2025,4
2212,1893,2387,2031,4
2213,1892,2389,2027,4
2214,1899,2386,2019,4
2215,1895,2385,2019,4
2216,1894,2383,2029,4
2217,1896,2387,2025,4
2218,1892,2387,2024,4
2219,1895,2382,2024,4
2220,1891,2389,2027,4
2221,1896,2386,2026,4
2222,1902,2385,2023,4
2223,1897,2384,2024,4
2224,1891,2389,2027,4
2225,1895,2389,2025,4
2226,1892,2382,2024,4
2227,1898,2386,2031,4
2228,1897,2389,2023,4
2229,1896,2381,2025,4
2230,1895,2386,2024,4
2231,1898,2382,2023,4
2232,1896,2392,2025,4
2233,1898,2384,2027,4
2234,1888,2386,2020,4
2235,1896,2387,2023,4
2236,1899,2386,2024,4
2237,1894,2382,2025,4
2238,1898,2387,2026,4
2239,1896,2387,2024,4
2240,1894,2386,2023,4
2241,1892,2388,2026,4
2242,1892,2387,2023,4
2243,1897,2382,2025,4
2244,1896,2389,2023,4
2245,1903,2386,2028,4
2246,1897,2387,2029,4
2247,1897,2389,2028,4
2248,1899,2380,2023,4
2249,1895,2385,2026,4
2250,1899,2390,2024,4
2251,1899,2387,2023,4
2252,1897,2386,2024,4
2253,1897,2391,2021,4
2254,1894,2389,2024,4
2255,1897,2379,2026,4
2256,1904,2386,2021,4
2257,1903,2388,2026,4
2258,1897,2383,2021,4
2259,1893,2382,2023,4
2260,1893,2384,2026,4
2261,1896,2385,2030,4
2262,1895,2391,2026,4
2263,1894,2387,2025,4
2264,1897,2385,2025,4
2265,1894,2381,2027,4
2266,1897,2390,2023,4
2267,1895,2385,2026,4
2268,1899,2385,2027,4
2269,1898,2389,2023,4
2270,1892,2390,2024,4
2271,1895,2387,2026,4
2272,1898,2383,2023,4
2273,1899,2386,2026,4
2274,1901,2387,2025,4
2275,1901,2384,2023,4
2276,1899,2384,2021,4
2277,1899,2383,2022,4
2278,1901,2386,2023,4
2279,1902,2387,2024,4
2280,1898,2387,2034,4
2281,1896,2391,2028,4
2282,1897,2384,2028,4
2283,1899,2386,2024,4
2284,1896,2384,2027,4
2285,1897,2391,2024,4
2286,1902,2393,2021,4
2287,1898,2385,2018,4
2288,1901,2386,2021,4
2289,1894,2388,2027,4
2290,1898,2385,2030,4
2291,1899,2390,2027,4
2292,1895,2383,2028,4
2293,1896,2387,2022,4
2294,1896,2388,2024,4
2295,1895,2388,2024,4
2296,1897,2384,2027,4
2297,1896,2391,2023,4
2298,1902,2390,2023,4
2299,1896,2387,2022,4
2300,1894,2386,2028,4
2301,1898,2383,2024,4
2302,1901,2388,2023,4
2303,1891,2380,2027,4
2304,1899,2388,2021,4
2305,1902,2385,2025,4
2306,1895,2384,2023,4
2307,1896,2386,2025,4
2308,1898,2386,2025,4
2309,1901,2385,2026,4
2310,1897,2382,2025,4
2311,1900,2381,2024,4
2312,1901,2384,2022,4
2313,1897,2387,2021,4
2314,1899,2387,2021,4
2315,1898,2392,2023,4
2316,1897,2387,2024,4
2317,1895,2388,2024,4
2318,1902,2384,2018,4
2319,1897,2384,2027,4
2320,1901,2390,2020,4
2321,1897,2388,2018,4
2322,1890,2384,2023,4
2323,1897,2385,2020,4
2324,1896,2387,2022,4
2325,1900,2389,2023,4
2326,1903,2383,2020,4
2327,1901,2391,2022,4
2328,1899,2387,2023,4
2329,1897,2386,2019,4
2330,1898,2386,2020,4
2331,1896,2383,2016,4
2332,1898,2388,2016,4
2333,1896,2392,2023,4
2334,1902,2387,2022,4
2335,1900,2387,2025,4
2336,1898,2382,2023,4
2337,1899,2387,2026,4
2338,1897,2386,2023,4
2339,1898,2386,2018,4
2340,1894,2388,2022,4
2341,1897,2387,2019,4
2342,1897,2381,2025,4
2343,1897,2381,2016,4
2344,1896,2390,2023,4
2345,1890,2390,2013,4
2346,1889,2380,2011,4
2347,1879,2384,2012,4
2348,1885,2389,2003,4
2349,1885,2399,1993,4
2350,1878,2399,1991,4
2351,1873,2403,1990,4
2352,1864,2400,1979,4
2353,1864,2392,1978,4
2354,1862,2384,1994,4
2355,1865,2374,1998,4
2356,1872,2375,2005,4
2357,1873,2371,2013,4
2358,1890,2368,2023,4
2359,1905,2359,2024,4
2360,1924,2342,2025,4
2361,1950,2330,2019,4
2362,1960,2335,2021,4
2363,1970,2379,2019,4
2364,1972,2430,2001,4
2365,1964,2442,1987,4
2366,1950,2441,1988,4
2367,1942,2415,2004,4
2368,1934,2386,2011,4
2369,1937,2363,2020,4
2370,1935,2349,2024,4
2371,1929,2353,2037,4
2372,1924,2360,2046,4
2373,1934,2378,2051,4
2374,1944,2396,2045,4
2375,1972,2409,2028,4
2376,1979,2403,2027,4
2377,1979,2392,2034,4
2378,1974,2382,2044,4
2379,1975,2373,2057,4
2380,1973,2369,2053,4
2381,1971,2367,2050,4
2382,1959,2378,2066,4
2383,1957,2399,2055,4
2384,1963,2427,2035,4
2385,1980,2451,2005,4
2386,1978,2465,2026,4
2387,1969,2476,2079,4
2388,1939,2519,2150,4
2389,1917,2555,2144,4
2390,1934,2549,2139,4
2391,1936,2471,2124,4
2392,1953,2366,2094,4
2393,1959,2302,2063,4
2394,1928,2259,2113,4
2395,1897,2258,2150,4
2396,1855,2280,2201,4
2397,1841,2323,2214,4
2398,1870,2368,2178,4
2399,1877,2399,2128,4
2400,1885,2405,2073,4
2401,1921,2386,2035,4
2402,1962,2363,2050,4
2403,1964,2328,2096,4
2404,1964,2326,2102,4
2405,1926,2338,2086,4
2406,1895,2340,2077,4
2407,1881,2329,2073,4
2408,1903,2338,2080,4
2409,1897,2359,2093,4
2410,1899,2375,2073,4
2411,1911,2387,2057,4
2412,1910,2375,2079,4
2413,1886,2357,2055,4
2414,1866,2331,2067,4
2415,1870,2365,2070,4
2416,1924,2383,2084,4
2417,1876,2393,2136,4
2418,1841,2469,2065,4
2419,1866,2491,1969,4
2420,1856,2514,2137,4
2421,1788,2534,2163,4
2422,1843,2492,2155,4
2423,1899,2427,2173,4
2424,2000,2369,2154,4
2425,2007,2315,2143,4
2426,1988,2312,2152,4
2427,2027,2343,2116,4
2428,1973,2341,2134,4
2429,1890,2410,2143,4
2430,1898,2369,2093,4
2431,1899,2313,2144,4
2432,1942,2314,2137,4
2433,1908,2347,2100,4
2434,1825,2343,2079,4
2435,1864,2334,2063,4
2436,1877,2308,2058,4
2437,1900,2325,2036,4
2438,1915,2349,2053,4
2439,1936,2355,2068,4
2440,1929,2343,2058,4
2441,1919,2329,2041,4
2442,1914,2332,2079,4
2443,1819,2504,2100,4
2444,1817,2502,2098,4
2445,1816,2499,2096,4
2446,1814,2496,2095,4
2447,1827,2499,2073,4
2448,1822,2408,2043,4
2449,1824,2301,2106,4
2450,1818,2308,2133,4
2451,1835,2337,2142,4
2452,1842,2375,2135,4
2453,1823,2398,2136,4
2454,1881,2371,2089,4
2455,1897,2328,2060,4
2456,1864,2289,2071,4
2457,1806,2257,2152,4
2458,1888,2283,2145,4
2459,1939,2308,2053,4
2460,1877,2341,2048,4
2461,1862,2324,2117,4
2462,1859,2332,2092,4
2463,1867,2354,2072,4
2464,1831,2369,2084,4
2465,1826,2379,2103,4
2466,1871,2373,2098,4
2467,1889,2409,2080,4
2468,1851,2415,2165,4
2469,1850,2446,2114,4
2470,1856,2478,2032,4
2471,1866,2475,2079,4
2472,1859,2497,2179,4
2473,1852,2498,2089,4
2474,1878,2451,2099,4
2475,1923,2359,2124,4
2476,1977,2274,2193,4
2477,2040,2293,2235,4
2478,2022,2354,2139,4
2479,1954,2397,2088,4
2480,1896,2407,2118,4
2481,1866,2387,2099,4
2482,1886,2354,2078,4
2483,1904,2338,2150,4
2484,1950,2356,2070,4
2485,1893,2343,2035,4
2486,1883,2328,2060,4
2487,1880,2312,2082,4
2488,1895,2300,2056,4
2489,1914,2313,2090,4
2490,1921,2308,2086,4
2491,1927,2335,2031,4
2492,1927,2328,2028,4
2493,1925,2339,2071,4
2494,1947,2355,2086,4
2495,1955,2386,2113,4
2496,1911,2428,2159,4
2497,1929,2443,2029,4
2498,1945,2509,2011,4
2499,1905,2513,2141,4
2500,1859,2509,2203,4
2501,1822,2455,2137,4
2502,1786,2390,2059,4
2503,1821,2336,2064,4
2504,1845,2323,2113,4
2505,1848,2345,2158,4
2506,1830,2392,2182,4
2507,1838,2405,2154,4
2508,1851,2390,2082,4
2509,1898,2349,2037,4
2510,1916,2315,2037,4
2511,1911,2302,2080,4
2512,1884,2315,2109,4
2513,1865,2288,2109,4
2514,1871,2283,2068,4
2515,1872,2299,2064,4
2516,1875,2323,2088,4
2517,1879,2342,2103,4
2518,1878,2348,2092,4
2519,1885,2333,2059,4
2520,1869,2332,2070,4
2521,1860,2367,2095,4
2522,1851,2404,2078,4
2523,1836,2443,2057,4
2524,1809,2451,2036,4
2525,1796,2434,2101,4
2526,1825,2429,2124,4
2527,1811,2528,2179,4
2528,1816,2597,2145,4
2529,1817,2506,2133,4
2530,1834,2381,2207,4
2531,1909,2389,2229,4
2532,1992,2353,2209,4
2533,1992,2355,2194,4
2534,1972,2377,2169,4
2535,1993,2384,2154,4
2536,2007,2369,2147,4
2537,1949,2346,2165,4
2538,1925,2379,2158,4
2539,1939,2331,2101,4
2540,1963,2319,2050,4
2541,1908,2282,2063,4
2542,1903,2297,2099,4
2543,1913,2309,2065,4
2544,1882,2329,2066,4
2545,1890,2335,2077,4
2546,1927,2285,2072,4
2547,1934,2276,2079,4
2548,1891,2277,2053,4
2549,1885,2353,2088,4
2550,1900,2361,2033,4
2551,1911,2341,2034,4
2552,1884,2387,2101,4
2553,1900,2407,2126,4
2554,1922,2435,2015,4
2555,1902,2503,2035,4
2556,1825,2503,2131,4
2557,1822,2495,2168,4
2558,1820,2489,2147,4
2559,1856,2447,2095,4
2560,1872,2371,2096,4
2561,1867,2386,2135,4
2562,1868,2416,2164,4
2563,1897,2462,2148,4
2564,1926,2439,2131,4
2565,1951,2364,2079,4
2566,1955,2316,2027,4
2567,1944,2299,2019,4
2568,1913,2323,2023,4
2569,1884,2390,2082,4
2570,1963,2255,2111,4
2571,1961,2249,2207,4
2572,1890,2227,2087,4
2573,1894,2250,2075,4
2574,1896,2282,2097,4
2575,1899,2322,2085,4
2576,1889,2356,2083,4
2577,1852,2385,2070,4
2578,1806,2433,2022,4
2579,1797,2467,2053,4
2580,1780,2471,2051,4
2581,1807,2453,2043,4
2582,1823,2433,2055,4
2583,1872,2483,2099,4
2584,1853,2552,2084,4
2585,1857,2525,2118,4
2586,1889,2448,2112,4
2587,1905,2352,2118,4
2588,1954,2279,2155,4
2589,1977,2278,2176,4
2590,2022,2319,2157,4
2591,2003,2381,2139,4
2592,1936,2414,2124,4
2593,1866,2398,2126,4
2594,1854,2357,2109,4
2595,1870,2312,2114,4
2596,1889,2307,2088,4
2597,1896,2307,2066,4
2598,1899,2315,2055,4
2599,1887,2330,2062,4
2600,1883,2323,2059,4
2601,1879,2318,2051,4
2602,1887,2319,2050,4
2603,1888,2337,2049,4
2604,1898,2346,2044,4
2605,1893,2339,2050,4
2606,1899,2348,2062,4
2607,1908,2377,2076,4
2608,1928,2367,2121,4
2609,1917,2406,2110,4
2610,1897,2495,2040,4
2611,1882,2489,2052,4
2612,1857,2549,2122,4
2613,1881,2352,2111,4
2614,1884,2351,2111,4
2615,1888,2324,2118,4
2616,1890,2276,2105,4
2617,1867,2289,2144,4
2618,1851,2323,2163,4
2619,1858,2379,2148,4
2620,1895,2373,2119,4
2621,1909,2343,2052,4
2622,1911,2324,2057,4
2623,1900,2293,2104,4
2624,1913,2293,2091,4
2625,1895,2283,2081,4
2626,1866,2327,2098,4
2627,1920,2294,2052,4
2628,1939,2267,2057,4
2629,1907,2329,2064,4
2630,1879,2332,2064,4
2631,1867,2349,2045,4
2632,1853,2342,2059,4
2633,1840,2368,2063,4
2634,1829,2389,2056,4
2635,1806,2437,2044,4
2636,1782,2487,2058,4
2637,1799,2491,2062,4
2638,1841,2536,2083,4
2639,1873,2612,2118,4
2640,1877,2638,2099,4
2641,1894,2515,2114,4
2642,1939,2400,2126,4
2643,1967,2296,2210,4
2644,2015,2249,2198,4
2645,2024,2274,2122,4
2646,1970,2337,2109,4
2647,1907,2351,2088,4
2648,1867,2343,2062,4
2649,1866,2340,2068,4
2650,1874,2334,2060,4
2651,1891,2315,2039,4
2652,1881,2307,2021,4
2653,1881,2312,2022,4
2654,1882,2319,2020,4
2655,1880,2329,2027,4
2656,1869,2336,2019,4
2657,1874,2345,2007,4
2658,1873,2348,2001,4
2659,1878,2354,2013,4
2660,1863,2370,2012,4
2661,1868,2397,2007,4
2662,1871,2429,2020,4
2663,1877,2474,2063,4
2664,1858,2510,2042,4
2665,1860,2538,2023,4
2666,1815,2550,2100,4
2667,1775,2541,2091,4
2668,1790,2482,2097,4
2669,1816,2401,2076,4
2670,1845,2315,2035,4
2671,1858,2260,2044,4
2672,1874,2238,2069,4
2673,1893,2259,2091,4
2674,1902,2304,2121,4
2675,1922,2335,2137,4
2676,1913,2358,2091,4
2677,1891,2374,2050,4
2678,1882,2383,2025,4
2679,1880,2381,2010,4
2680,1872,2358,2010,4
2681,1883,2341,2016,4
2682,1877,2334,2012,4
2683,1873,2312,2006,4
2684,1859,2308,2027,4
2685,1853,2326,2031,4
2686,1857,2349,2034,4
2687,1856,2375,2042,4
2688,1862,2398,2019,4
2689,1838,2425,1994,4
2690,1825,2446,2020,4
2691,1806,2491,2041,4
2692,1816,2559,2085,4
2693,1812,2596,2075,4
2694,1837,2586,2013,4
2695,1871,2493,2066,4
2696,1875,2365,2047,4
2697,1896,2274,2075,4
2698,1941,2230,2124,4
2699,1976,2220,2133,4
2700,2012,2272,2138,4
2701,1967,2341,2123,4
2702,1871,2401,2051,4
2703,1835,2433,2065,4
2704,1856,2425,2080,4
2705,1885,2385,2039,4
2706,1887,2358,2022,4
2707,1894,2340,2011,4
2708,1895,2314,2023,4
2709,1877,2311,2032,4
2710,1881,2310,2022,4
2711,1880,2323,2005,4
2712,1887,2327,2018,4
2713,1886,2335,2002,4
2714,1883,2350,1995,4
2715,1885,2363,1990,4
2716,1888,2378,2011,4
2717,1890,2407,2046,4
2718,1882,2452,2066,4
2719,1887,2523,2071,4
2720,1891,2555,2087,4
2721,1843,2599,2071,4
2722,1807,2588,2090,4
2723,1805,2512,2086,4
2724,1835,2374,2001,4
2725,1866,2272,1966,4
2726,1892,2212,1996,4
2727,1885,2192,2067,4
2728,1862,2213,2145,4
2729,1858,2292,2201,4
2730,1883,2397,2172,4
2731,1874,2461,2075,4
2732,1813,2449,1965,4
2733,1851,2379,1999,4
2734,1861,2332,2078,4
2735,1879,2312,2045,4
2736,1891,2322,2034,4
2737,1883,2323,2045,4
2738,1884,2331,2044,4
2739,1878,2336,2035,4
2740,1874,2345,2031,4
2741,1863,2349,2040,4
2742,1865,2370,2039,4
2743,1857,2380,2043,4
2744,1851,2403,2025,4
2745,1834,2419,2025,4
2746,1808,2447,2035,4
2747,1803,2470,2061,4
2748,1838,2547,2119,4
2749,1869,2619,2076,4
2750,1905,2618,2023,4
2751,1901,2485,2011,4
2752,1877,2339,2061,4
2753,1913,2239,2133,4
2754,1973,2191,2167,4
2755,2006,2221,2166,4
2756,2016,2299,2163,4
2757,1944,2364,2086,4
2758,1893,2401,2041,4
2759,1863,2417,2107,4
2760,1835,2415,2073,4
2761,1850,2396,2017,4
2762,1859,2364,2013,4
2763,1871,2345,2036,4
2764,1878,2331,2044,4
2765,1876,2319,2024,4
2766,1873,2311,2003,4
2767,1877,2314,1996,4
2768,1881,2321,2018,4
2769,1875,2332,2023,4
2770,1881,2350,2006,4
2771,1886,2357,1994,4
2772,1887,2358,1988,4
2773,1883,2368,2001,4
2774,1894,2379,2023,4
2775,1889,2419,2032,4
2776,1893,2443,2038,4
2777,1910,2455,1990,4
2778,1892,2454,1948,4
2779,1833,2472,1983,4
2780,1826,2500,2061,4
2781,1796,2538,2051,4
2782,1806,2516,2077,4
2783,1885,2327,2051,4
2784,1885,2325,2048,4
2785,1884,2325,2046,4
2786,1886,2325,2045,4
2787,1890,2325,2046,4
2788,1893,2327,2047,4
2789,1894,2329,2050,4
2790,1889,2340,2047,4
2791,1880,2354,2049,4
2792,1862,2370,2036,4
2793,1845,2359,2016,4
2794,1845,2347,2012,4
2795,1841,2334,2016,4
2796,1846,2329,2036,4
2797,1845,2347,2039,4
2798,1850,2377,2035,4
2799,1844,2416,2015,4
2800,1840,2455,2009,4
2801,1817,2457,1981,4
2802,1832,2512,2036,4
2803,1843,2555,2083,4
2804,1842,2603,1992,4
2805,1856,2509,2016,4
2806,1872,2391,2069,4
2807,1900,2303,2098,4
2808,1965,2259,2143,4
2809,1994,2280,2153,4
2810,1999,2334,2138,4
2811,1947,2415,2082,4
2812,1891,2459,2037,4
2813,1869,2433,2034,4
2814,1857,2389,2024,4
2815,1857,2359,1999,4
2816,1867,2333,1989,4
2817,1865,2313,1998,4
2818,1868,2302,2001,4
2819,1867,2308,1991,4
2820,1856,2305,1976,4
2821,1871,2297,1978,4
2822,1886,2306,1983,4
2823,1879,2319,1972,4
2824,1878,2331,1963,4
2825,1879,2343,1985,4
2826,1876,2359,1990,4
2827,1872,2377,1990,4
2828,1886,2404,2018,4
2829,1889,2431,2024,4
2830,1885,2440,2002,4
2831,1898,2437,1975,4
2832,1864,2471,2020,4
2833,1844,2502,2088,4
2834,1813,2541,2130,4
2835,1811,2526,2113,4
2836,1861,2480,2085,4
2837,1868,2427,2034,4
2838,1857,2356,1989,4
2839,1828,2289,2063,4
2840,1807,2287,2125,4
2841,1790,2279,2123,4
2842,1842,2387,2099,4
2843,1880,2454,2107,4
2844,1887,2406,2083,4
2845,1914,2391,2017,4
2846,1934,2333,1990,4
2847,1970,2275,2022,4
2848,1922,2282,2083,4
2849,1795,2357,2018,4
2850,1787,2443,1894,4
2851,1824,2348,1918,4
2852,1880,2386,1945,4
2853,1898,2337,1971,4
2854,1897,2305,1977,4
2855,1900,2316,1964,4
2856,1928,2316,1950,4
2857,1915,2307,1958,4
2858,1941,2338,1967,4
2859,1949,2363,1972,4
2860,1925,2407,1945,4
2861,1900,2438,1923,4
2862,1911,2427,1915,4
2863,1920,2466,1932,4
2864,1934,2591,1989,4
2865,1891,2540,1992,4
2866,1926,2535,1926,4
2867,1933,2424,1985,4
2868,1968,2357,2071,4
2869,2012,2329,2100,4
2870,2001,2348,2119,4
2871,1976,2389,2094,4
2872,1951,2418,2067,4
2873,1925,2413,2045,4
2874,1903,2395,1996,4
2875,1915,2366,1967,4
2876,1926,2340,1991,4
2877,1932,2339,1993,4
2878,1921,2345,1975,4
2879,1927,2336,1967,4
2880,1922,2318,1969,4
2881,1931,2313,1973,4
2882,1941,2310,1972,4
2883,1939,2317,1966,4
2884,1939,2314,1954,4
2885,1951,2337,1964,4
2886,1950,2350,1967,4
2887,1954,2382,1965,4
2888,1948,2423,1970,4
2889,1951,2444,1962,4
2890,1964,2445,1943,4
2891,1968,2437,1934,4
2892,1945,2488,1953,4
2893,1893,2546,2007,4
2894,1875,2582,1973,4
2895,1903,2522,1979,4
2896,1911,2443,2004,4
2897,1917,2377,1996,4
2898,1897,2346,2018,4
2899,1879,2360,2039,4
2900,1864,2390,2054,4
2901,1895,2399,2062,4
2902,1905,2390,2047,4
2903,1906,2355,2014,4
2904,1929,2313,2000,4
2905,1950,2300,1992,4
2906,1949,2305,2013,4
2907,1921,2328,2010,4
2908,1907,2349,2016,4
2909,1912,2365,2010,4
2910,1911,2365,1993,4
2911,1891,2354,1989,4
2912,1880,2351,1977,4
2913,1887,2351,1968,4
2914,1897,2351,1957,4
2915,1896,2359,1967,4
2916,1903,2374,1956,4
2917,1895,2385,1965,4
2918,1887,2400,1957,4
2919,1883,2413,1966,4
2920,1891,2419,1967,4
2921,1908,2406,1950,4
2922,1906,2405,1945,4
2923,1914,2433,1959,4
2924,1921,2562,2034,4
2925,1895,2521,2005,4
2926,1900,2512,1939,4
2927,1924,2438,2020,4
2928,1967,2360,2028,4
2929,1965,2344,2051,4
2930,1966,2349,2088,4
2931,1977,2379,2090,4
2932,1938,2405,2076,4
2933,1902,2414,2037,4
2934,1910,2394,1992,4
2935,1915,2358,2005,4
2936,1925,2339,2010,4
2937,1929,2343,2005,4
2938,1935,2344,1990,4
2939,1930,2362,2002,4
2940,1928,2373,1994,4
2941,1937,2374,1995,4
2942,1942,2355,2001,4
2943,1944,2349,1988,4
2944,1944,2346,1981,4
2945,1935,2346,1975,4
2946,1933,2357,1976,4
2947,1930,2369,1961,4
2948,1934,2376,1970,4
2949,1942,2381,1973,4
2950,1945,2388,1974,4
2951,1946,2390,1976,4
2952,1944,2399,1972,4
2953,1938,2346,2028,4
2954,1938,2348,2025,4
2955,1937,2350,2022,4
2956,1939,2354,2023,4
2957,1926,2361,2028,4
2958,1917,2366,2050,4
2959,1913,2376,2078,4
2960,1906,2386,2091,4
2961,1895,2401,2092,4
2962,1902,2400,2072,4
2963,1899,2396,2045,4
2964,1919,2392,2016,4
2965,1925,2370,1991,4
2966,1930,2353,1999,4
2967,1928,2340,1994,4
2968,1928,2344,2001,4
2969,1931,2342,2011,4
2970,1923,2346,2014,4
2971,1922,2345,2007,4
2972,1910,2339,2001,4
2973,1913,2344,1993,4
2974,1914,2357,1993,4
2975,1912,2359,1998,4
2976,1914,2380,2009,4
2977,1919,2392,2021,4
2978,1908,2413,2024,4
2979,1918,2480,2064,4
2980,1922,2487,2051,4
2981,1944,2508,2017,4
2982,1960,2501,2125,4
2983,1988,2471,2051,4
2984,1961,2426,2043,4
2985,1978,2374,2043,4
2986,1971,2397,2049,4
2987,1953,2423,2047,4
2988,1925,2409,2037,4
2989,1917,2389,2028,4
2990,1939,2361,2026,4
2991,1936,2348,2015,4
2992,1941,2344,2003,4
2993,1941,2336,1993,4
2994,1944,2345,2000,4
2995,1946,2346,2001,4
2996,1953,2345,2003,4
2997,1945,2343,1994,4
2998,1941,2350,1989,4
2999,1947,2360,1984,4
3000,1947,2355,1985,4
3001,1952,2357,1978,4
3002,1957,2367,1972,4
3003,1963,2380,1983,4
3004,1963,2390,1979,4
3005,1971,2398,1986,4
3006,1966,2395,1980,4
3007,1967,2405,1975,4
3008,1977,2402,1982,4
3009,1971,2443,1995,4
3010,1944,2521,2056,4
3011,1955,2531,2015,4
3012,1952,2486,2017,4
3013,1984,2410,2032,4
3014,1975,2367,2012,4
3015,1927,2349,2031,4
3016,1894,2363,2066,4
3017,1892,2404,2095,4
3018,1894,2421,2103,4
3019,1908,2406,2095,4
3020,1918,2392,2082,4
3021,1908,2378,2053,4
3022,1913,2382,2049,4
3023,1922,2399,2052,4
3024,1925,2408,2045,4
3025,1921,2405,2027,4
3026,1918,2383,2021,4
3027,1912,2363,2019,4
3028,1919,2339,2021,4
3029,1927,2337,2021,4
3030,1925,2338,2032,4
3031,1925,2352,2031,4
3032,1922,2358,2012,4
3033,1921,2360,2011,4
3034,1924,2367,2013,4
3035,1915,2368,2010,4
3036,1920,2383,1994,4
3037,1913,2386,1994,4
3038,1913,2387,1997,4
3039,1918,2409,2004,4
3040,1910,2409,1994,4
3041,1898,2431,1999,4
3042,1884,2448,1999,4
3043,1870,2485,2016,4
3044,1890,2566,2059,4
3045,1893,2528,2016,4
3046,1891,2453,1986,4
3047,1958,2339,2036,4
3048,2004,2277,2041,4
3049,1980,2278,2063,4
3050,1965,2315,2077,4
3051,1937,2379,2058,4
3052,1919,2418,2040,4
3053,1911,2415,2016,4
3054,1908,2412,2007,4
3055,1902,2386,2003,4
3056,1908,2366,1995,4
3057,1916,2357,1982,4
3058,1927,2354,1975,4
3059,1933,2371,1974,4
3060,1931,2366,1977,4
3061,1932,2356,1983,4
3062,1930,2352,1987,4
3063,1931,2348,1995,4
3064,1925,2353,1992,4
